product_name,active_ingredients,product_category,nafdac_reg_no,form,route_of_admin,strengths,status,source_id,label,perturbation_type,name_similarity,registration_match,ingredient_match,form_match,route_match,strength_match,category_match,status_valid
ACTINAC PLUS TABLET X,ACECLOFENAC; PARACETAMOL,DRUGS,A4-7482,TABLET,ORAL,,INACTIVE,44,Suspicious,Altered product name,0.7,1,1,1,1,1,1,0
ACTIVENOL TABLETS,SALBUTAMOL (SALBUTAMOL SULFATE); THEOPHYLLINE,DRUGS,C4-1458,TABLET,ORAL,,INACTIVE,45,Genuine,None,1.0,1,1,1,1,1,1,0
ACTIVENOL TABLETS,SALBUTAMOL (SALBUTAMOL SULFATE); THEOPHYLLINE,DRUGS,C4-1458X,TABLET,ORAL,,INACTIVE,45,Suspicious,Altered registration number,1.0,0,1,1,1,1,1,0
ACTIVENOL TABLETS X,SALBUTAMOL (SALBUTAMOL SULFATE); THEOPHYLLINE,DRUGS,C4-1458,TABLET,ORAL,,INACTIVE,45,Suspicious,Altered product name,0.7,1,1,1,1,1,1,0
ACUPAN INJECTION,NEFOPAM HYDROCHLORIDE,DRUGS,A4-5504,SOLUTION FOR INJECTION,INTRAVENOUS; INTRAMUSCULAR,,ACTIVE,46,Genuine,None,1.0,1,1,1,1,1,1,1
ACUPAN INJECTION,NEFOPAM HYDROCHLORIDE,DRUGS,A4-5504X,SOLUTION FOR INJECTION,INTRAVENOUS; INTRAMUSCULAR,,ACTIVE,46,Suspicious,Altered registration number,1.0,0,1,1,1,1,1,1
ACUPAN INJECTION X,NEFOPAM HYDROCHLORIDE,DRUGS,A4-5504,SOLUTION FOR INJECTION,INTRAVENOUS; INTRAMUSCULAR,,ACTIVE,46,Suspicious,Altered product name,0.7,1,1,1,1,1,1,1
ACYCLOVIR OINTMENT,ACYCLOVIR,DRUGS,A11-100249,OINTMENT,TOPICAL,,ACTIVE,47,Genuine,None,1.0,1,1,1,1,1,1,1
ACYCLOVIR OINTMENT,ACYCLOVIR,DRUGS,A11-100249X,OINTMENT,TOPICAL,,ACTIVE,47,Suspicious,Altered registration number,1.0,0,1,1,1,1,1,1
ACYCLOVIR OINTMENT X,ACYCLOVIR,DRUGS,A11-100249,OINTMENT,TOPICAL,,ACTIVE,47,Suspicious,Altered product name,0.7,1,1,1,1,1,1,1
ACYCOR PLUS GEL,ACECLOFENAC; METHYL SALICYLATE; CAPSAICIN; LINSEED OIL,DRUGS,A4-100768,GEL,TOPICAL,,ACTIVE,48,Genuine,None,1.0,1,1,1,1,1,1,1
ACYCOR PLUS GEL,ACECLOFENAC; METHYL SALICYLATE; CAPSAICIN; LINSEED OIL,DRUGS,A4-100768X,GEL,TOPICAL,,ACTIVE,48,Suspicious,Altered registration number,1.0,0,1,1,1,1,1,1
ACYCOR PLUS GEL X,ACECLOFENAC; METHYL SALICYLATE; CAPSAICIN; LINSEED OIL,DRUGS,A4-100768,GEL,TOPICAL,,ACTIVE,48,Suspicious,Altered product name,0.7,1,1,1,1,1,1,1
ACYCOR PLUS TABLETS,ACECLOFENAC; PARACETAMOL,DRUGS,A4-9021,TABLET,ORAL,,INACTIVE,49,Genuine,None,1.0,1,1,1,1,1,1,0
ACYCOR PLUS TABLETS,ACECLOFENAC; PARACETAMOL,DRUGS,A4-9021X,TABLET,ORAL,,INACTIVE,49,Suspicious,Altered registration number,1.0,0,1,1,1,1,1,0
ACYCOR PLUS TABLETS X,ACECLOFENAC; PARACETAMOL,DRUGS,A4-9021,TABLET,ORAL,,INACTIVE,49,Suspicious,Altered product name,0.7,1,1,1,1,1,1,0
10% DEXTROSE (500/1000 ML),GLUCOSE UNKNOWN,DRUGS,04-0858,SOLUTION FOR INFUSION,INTRAVENOUS,,INACTIVE,0,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,0
10% DEXTROSE INFUSION BP,DEXTROSE ANHYDROUS UNKNOWN,DRUGS,A11-0237,SOLUTION FOR INFUSION,INTRAVENOUS,,ACTIVE,1,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
1980 AZITHROMYCIN TABLETS USP 500 MG $,AZITHROMYCIN (AZITHROMYCIN DIHYDRATE) UNKNOWN,DRUGS,A4-101970,TABLET,ORAL,,ACTIVE,2,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
1980 PREGABALIN 150 MG CAPSULES,PREGABALIN UNKNOWN,DRUGS,A4-101466,CAPSULE,ORAL,,ACTIVE,3,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
3-XON CREAM,CLOBETASOL; KETOCONAZOLE; NEOMYCIN UNKNOWN,DRUGS,A4-101048,CREAM,TOPICAL,,ACTIVE,4,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
3K CREAM,BETAMETHASONE; CLOTRIMAZOLE; NEOMYCIN SULFATE UNKNOWN,DRUGS,B4-0452,CREAM,TOPICAL,,ACTIVE,5,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
4.3% DEXTROSE AND SALINE INFUSION,GLUCOSE; SODIUM CHLORIDE UNKNOWN,DRUGS,A11-0325,SOLUTION FOR INFUSION,INTRAVENOUS,,ACTIVE,6,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
4.3% DEXTROSE SALINE (500 ML),GLUCOSE; SODIUM CHLORIDE UNKNOWN,DRUGS,04-1215,SOLUTION FOR INFUSION,INTRAVENOUS,,ACTIVE,7,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
5% DEXTROSE (500/1000 ML),ANHYDROUS DEXTROSE UNKNOWN,DRUGS,04-0857,SOLUTION FOR INFUSION,INTRAVENOUS,,INACTIVE,8,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,0
5% DEXTROSE AND NORMAL SALINE INFUSION,GLUCOSE; SODIUM CHLORIDE UNKNOWN,DRUGS,A11-0236,SOLUTION FOR INFUSION,INTRAVENOUS,,ACTIVE,9,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
ACECO 50 TABLETS,DICLOFENAC POTASSIUM UNKNOWN,DRUGS,B4-1808,TABLET,ORAL,,ACTIVE,10,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
ACECLOFEN TABLET 100 MG,ACECLOFENAC UNKNOWN,DRUGS,B4-2965,TABLET,ORAL,,INACTIVE,11,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,0
ACECLOFENAC INJECTION,ACECLOFENAC UNKNOWN,DRUGS,C4-1809,SOLUTION FOR INJECTION,INTRAMUSCULAR,,ACTIVE,12,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
ACECLOMAX TABLETS,ACECLOFENAC; PARACETAMOL UNKNOWN,DRUGS,B4-7902,TABLET,ORAL,,ACTIVE,13,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
ACECLODON 100 TABLETS,ACECLOFENAC UNKNOWN,DRUGS,B4-5592,TABLET,ORAL,,INACTIVE,14,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,0
ACECLODON GEL,ACECLOFENAC UNKNOWN,DRUGS,C4-1681,GEL,TOPICAL,,INACTIVE,15,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,0
ACEM-500 TABLETS,CLARITHROMYCIN UNKNOWN,DRUGS,04-8551,TABLET,ORAL,,INACTIVE,16,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,0
ACENAC TABLETS 100 MG,ACECLOFENAC UNKNOWN,DRUGS,A4-4192,TABLET,ORAL,,INACTIVE,17,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,0
ACENOL 100 MG TABLETS,ACECLOFENAC UNKNOWN,DRUGS,B4-3754,TABLET,ORAL,,INACTIVE,18,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,0
ACENOL 200 MG TABLETS,ACECLOFENAC UNKNOWN,DRUGS,B4-0887,TABLET,ORAL,,INACTIVE,19,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,0
ACEPOL SUSPENSION,PARACETAMOL UNKNOWN,DRUGS,A4-0704,SUSPENSION,ORAL,,ACTIVE,20,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
ACETAZOLAMIDE 250 MG TABLET,ACETAZOLAMIDE UNKNOWN,DRUGS,C4-1780,TABLET,ORAL,,INACTIVE,21,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,0
ACETAZOLAMIDE 250 TABLETS,ACETAZOLAMIDE UNKNOWN,DRUGS,A11-100010,TABLET,ORAL,,INACTIVE,22,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,0
ACHRELIEF GEL,ACECLOFENAC; METHYL SALICYLATE; CAPSAICIN; LINSEED OIL UNKNOWN,DRUGS,A4-101031,GEL,TOPICAL,,ACTIVE,23,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
ACYCLOVIR CREAM BP 5% W/W,ACYCLOVIR UNKNOWN,DRUGS,A4-100450,CREAM,TOPICAL,,ACTIVE,24,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
ACIDOMEP CAPSULES,OMEPRAZOLE UNKNOWN,DRUGS,A4-9491,CAPSULE,ORAL,,INACTIVE,25,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,0
ACIGO MIST MAGNESIUM TRISILICATE SUSPENSION,MAGNESIUM TRISILICATE; MAGNESIUM CARBONATE; SODIUM BICARBONATE UNKNOWN,DRUGS,A4-4335,SUSPENSION,ORAL,,INACTIVE,26,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,0
ACIGUARD ANTACID SUSPENSION,ALUMINIUM HYDROXIDE; MAGNESIUM HYDROXIDE; MAGNESIUM TRISILICATE; SIMETHICONE UNKNOWN,DRUGS,04-4753,SUSPENSION,ORAL,,ACTIVE,27,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
ACIMOX CAPSULE,AMOXICILLIN (AMOXICILLIN TRIHYDRATE) UNKNOWN,DRUGS,A4-8982,CAPSULE,ORAL,,ACTIVE,28,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
ACIMOX SUSPENSION,AMOXICILLIN (AMOXICILLIN TRIHYDRATE) UNKNOWN,DRUGS,A11-0155,POWDER FOR SUSPENSION,ORAL,,ACTIVE,29,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
ACIPEP TABLETS,ALGINIC ACID; MAGNESIUM HYDROXIDE; DRIED ALUMINIUM HYDROXIDE; SODIUM BICARBONATE UNKNOWN,DRUGS,C4-1196,CHEWABLE TABLET,ORAL,,INACTIVE,30,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,0
ACIPRO CAPLET $,CIPROFLOXACIN UNKNOWN,DRUGS,04-5827,CAPLET,ORAL,,ACTIVE,31,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
ACITHROMAC SUSPENSION,ERYTHROMYCIN (ERYTHROMYCIN STEARATE) UNKNOWN,DRUGS,04-1050,SUSPENSION,ORAL,,ACTIVE,32,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
ACITHROMAC TABLET,ERYTHROMYCIN (ERYTHROMYCIN STEARATE) UNKNOWN,DRUGS,A11-0312,CAPLET,ORAL,,ACTIVE,33,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
ACIZIP-100 TABLETS,ACECLOFENAC UNKNOWN,DRUGS,B4-4804,TABLET,ORAL,,ACTIVE,34,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
ACOFENAC,DICLOFENAC SODIUM UNKNOWN,DRUGS,B4-4208,TABLET,ORAL,,ACTIVE,35,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
ACRETIN 0.025% CREAM,TRETINOIN UNKNOWN,DRUGS,B4-7857,CREAM,CUTANEOUS/TOPICAL,,ACTIVE,36,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
ACRETIN 0.05% CREAM,TRETINOIN UNKNOWN,DRUGS,B4-7858,CREAM,TOPICAL,,ACTIVE,37,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
ACRIPTEGA TABLETS,DOLUTEGRAVIR (DOLUTEGRAVIR SODIUM); LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE UNKNOWN,DRUGS,B4-9927,TABLET,ORAL,,ACTIVE,38,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
ACTAZONE 1 G INJECTION,CEFTRIAXONE (CEFTRIAXONE SODIUM) UNKNOWN,DRUGS,B4-6442,POWDER FOR INJECTION,INTRAVENOUS,,INACTIVE,39,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,0
ACTIFED COLD TABLETS,TRIPROLIDINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE UNKNOWN,DRUGS,04-1964,TABLET,ORAL,,ACTIVE,40,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
ACTILYSE POWDER,ALTEPLASE UNKNOWN,DRUGS,A6-0592,POWDER FOR INJECTION,INTRAVENOUS,,INACTIVE,41,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,0
ACTIMAX 20/120 DISPERSIBLE TABLET $,ARTEMETHER; LUMEFANTRINE UNKNOWN,DRUGS,A11-0726,TABLET,ORAL,,ACTIVE,42,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
ACTINAC 100 TABLETS,ACECLOFENAC UNKNOWN,DRUGS,A4-7483,TABLET,ORAL,,ACTIVE,43,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
ACTINAC PLUS TABLET,ACECLOFENAC; PARACETAMOL UNKNOWN,DRUGS,A4-7482,TABLET,ORAL,,INACTIVE,44,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,0
ACTIVENOL TABLETS,SALBUTAMOL (SALBUTAMOL SULFATE); THEOPHYLLINE UNKNOWN,DRUGS,C4-1458,TABLET,ORAL,,INACTIVE,45,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,0
ACUPAN INJECTION,NEFOPAM HYDROCHLORIDE UNKNOWN,DRUGS,A4-5504,SOLUTION FOR INJECTION,INTRAVENOUS; INTRAMUSCULAR,,ACTIVE,46,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
ACYCLOVIR OINTMENT,ACYCLOVIR UNKNOWN,DRUGS,A11-100249,OINTMENT,TOPICAL,,ACTIVE,47,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
ACYCOR PLUS GEL,ACECLOFENAC; METHYL SALICYLATE; CAPSAICIN; LINSEED OIL UNKNOWN,DRUGS,A4-100768,GEL,TOPICAL,,ACTIVE,48,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,1
ACYCOR PLUS TABLETS,ACECLOFENAC; PARACETAMOL UNKNOWN,DRUGS,A4-9021,TABLET,ORAL,,INACTIVE,49,Suspicious,Altered active ingredient,1.0,1,0,1,1,1,1,0
